S,Rem,Prandtl,colIndex,nusselt
0.6,2970.574132950189,0.7097933315185792,2,46.64852523605866
1.2,640.0978490324032,0.7078382344576947,2,17.096753791336354
1.2,7109.883470015752,0.7080776667182422,1,84.0375253902368
0.6,1951.0957813421185,0.7097722651502855,14,20.35925958839478
0.6,2278.7850140450887,0.7096938847226278,4,36.06726410209595
1.2,2294.96773194004,0.7072953748819635,1,40.18710382206236
0.6,1769.4546198374303,0.7094438005022352,9,22.645620775965117
0.6,1526.9185331024007,0.7092559442763087,10,19.705713790436658
0.6,2030.9380249870067,0.7096413332600529,5,31.041982779889835
0.373,5543.75017343431,0.7079772701572299,5,74.9018694233462
0.6,1568.4758218296197,0.7095269363671994,9,21.123345749439547
0.6,2026.177503187036,0.7098248050599499,4,33.08683319674532
1.2,2157.853544637474,0.708127116316724,9,26.971229188849808
0.6,1461.8819118300814,0.7088441588502935,13,16.261485196810693
1.2,2114.7594752446926,0.7078235099148452,5,30.754488216005093
1.2,6468.536634711303,0.7079516384099587,7,66.79554400568674
1.2,2247.5315343721236,0.7099468441232838,9,28.22136391664918
0.6,6926.151739702505,0.7097998620840874,7,82.24801379111675
1.2,2106.0594776846506,0.707983871141631,13,23.555681027501564
0.6,1594.2406206067815,0.709800937611153,8,21.84253803386576
1.2,1964.1430861901554,0.7077324915622868,6,28.27260282278605
1.2,2372.439524944152,0.7078925573653319,4,34.4677899896227
0.618,5657.221785861233,0.7079532164043428,8,61.0218047845478
1.2,2231.8681371073126,0.7096643090304413,4,32.99108226074591
1.2,2284.625981095701,0.7093393081554386,9,27.79165834963778
0.6,2265.436252501155,0.7098256765323517,4,35.38986823991611
1.2,2207.2944301636962,0.7090227869247454,14,22.804310291165383
1.2,1879.6504746078135,0.7080467375882328,10,24.0417313782165
1.2,445.344783089559,0.7080776667182422,1,15.641693201845078
1.2,7300.211381083029,0.7078467220645377,14,61.43229314485584
1.2,2388.2230762030867,0.7104005250089774,3,35.60568876062848
0.545,1761.256333045852,0.709346497016739,11,20.578726500042045
0.6,1935.0372572557148,0.7097821189081406,12,20.556733857250112
0.6,5512.8980861170885,0.7097897678711972,14,52.55011973787774
1.2,2489.5222240883386,0.7096690794284145,3,36.866051372623986
1.2,2174.6280295636334,0.7101180532658812,5,30.46637242048274
1.329,2116.3471498822573,0.7077101577116715,7,29.12819054451631
0.6,2672.749637179855,0.7077800900829786,1,50.03782083760213
1.2,1919.4755520652268,0.7073200090320243,13,21.679010382488322
0.961,2252.0119010359363,0.7094147841044047,8,27.716915102913607
1.2,1807.2213751270515,0.7073715837908601,12,21.632459256968136
0.6,7487.103263263887,0.7098256425036763,3,94.0393054683879
1.2,5936.662695436845,0.7095403219654266,14,51.749563486406515
1.2,2086.652943961996,0.707701668992294,7,28.57355984261609
1.2,6382.723404481848,0.708030813395728,3,71.62801052839824
1.2,2348.2198998806116,0.7097120699282605,3,35.22433694485024
0.6,1595.6877649562598,0.7083954354027291,7,24.14363952813306
0.6,1502.0567913841674,0.7103816869249282,14,15.941450358437612
1.0590000000000002,1883.6444758349796,0.7091114619828408,12,21.846010132269814
0.618,3057.5281506649603,0.7097940817161175,2,44.78696024835987
1.2,6055.742097548309,0.7079294407227311,13,55.85507857588414
0.6,2795.9010704507155,0.7098435803104706,1,51.24208562456757
1.2,6912.390450195212,0.7080769668425126,3,-0.0
1.2,4445.291467855791,0.7080103865250023,3,57.5075366544279
1.2,4049.62137621189,0.7096465492816459,7,46.56235797795638
1.2,2360.9841240084975,0.7097324095149602,4,34.32797084365298
1.2,2299.7147540795077,0.7097019814240851,7,29.669847756317196
1.157,2452.4680181628605,0.7080149680281685,2,38.660754159577266
1.2,1979.9035407918257,0.7090294487733337,7,27.0546908865023
1.476,2164.723392238135,0.7097157962367714,3,33.99466197691194
1.2,2459.2498848751884,0.7080158560420822,2,38.450061233026915
0.6,1784.9120381628472,0.7098179855687686,5,28.38423548103736
1.2,7180.465217595459,0.7079464981632223,8,69.42927401196796
0.6,2446.079013454674,0.7099808050888216,3,38.02657826930893
0.373,1432.8367870906802,0.707576699349077,10,18.468378550615125
0.937,1867.0197095863311,0.7097811849935488,10,23.157645282912725
0.6,1960.7063268991935,0.7081905471195198,4,32.27115338189781
0.6,2738.4187552653743,0.7098368327669339,2,42.25518798894081
1.2,6400.097865844622,0.7080716444525003,7,66.02373389410567
0.373,6767.753603704175,0.7080188259056422,3,90.27189046839779
0.6,2771.3008457753035,0.7091302589649989,1,50.87681056890808
1.2,2254.4492969808084,0.707890263425374,4,34.36425601276447
0.6,5711.880393067534,0.7098249387141529,4,74.52086031393995
0.6,4194.770070679272,0.7096902571562136,8,49.507213876979975
